Step,Train Accuracy,Train Loss,Step Time (s)
1,0.268,1.3867425674761569,44.769535303115845
2,0.272,1.3863763131266575,39.03602385520935
3,0.273,1.3858732374863305,46.78617334365845
4,0.275,1.385256996289443,44.131479263305664
5,0.287,1.384539224704409,41.89246153831482
6,0.296,1.3837161160565208,43.52596402168274
7,0.306,1.3827663952898228,40.58600473403931
8,0.318,1.3816502217205109,41.60968565940857
9,0.331,1.3803084313133271,43.515859603881836
10,0.359,1.378661530836392,40.660590410232544
11,0.377,1.3766079609496042,43.29562568664551
12,0.411,1.374021337557928,40.521679162979126
13,0.436,1.3707466700983097,43.201934814453125
14,0.457,1.3665959918986563,41.78082990646362
15,0.46,1.3613445229904573,43.04627442359924
16,0.467,1.354729558282098,38.955679416656494
17,0.485,1.346455814869768,41.757062911987305
18,0.488,1.3362127259318808,41.37459182739258
19,0.497,1.3237099642478232,43.20792484283447
20,0.5,1.3087345009445397,40.232510805130005
21,0.499,1.2912215376167189,42.88022017478943
22,0.499,1.2713109332856636,40.11416554450989
23,0.499,1.24934000094108,42.77763032913208
24,0.498,1.225729811695528,41.3928062915802
25,0.498,1.2007819812696543,42.79007077217102
26,0.498,1.1745014581948967,39.03603506088257
27,0.499,1.1466297548102402,41.86308288574219
28,0.501,1.1170237324639651,41.423110246658325
29,0.509,1.086237544815489,43.23536491394043
30,0.506,1.0556649793331452,40.27590084075928
31,0.524,1.0266521399208506,42.924824953079224
32,0.543,0.9995265392063497,40.23163986206055
33,0.555,0.9741313364263424,42.80587077140808
34,0.548,0.9509347780343987,41.505746841430664
35,0.538,0.930813491780191,42.73946189880371
36,0.54,0.9140175836513595,39.12361764907837
37,0.553,0.8999044150792556,44.27180743217468
38,0.575,0.887615384274984,40.147995948791504
39,0.621,0.8766922565308445,41.69013452529907
40,0.662,0.8670465972402193,42.16650390625
41,0.692,0.8586103616087306,42.18205642700195
42,0.7,0.8511611583168339,41.09734058380127
43,0.715,0.8444059823940367,40.79321002960205
44,0.734,0.8381239885337858,41.351300954818726
45,0.748,0.8322085985440291,40.67985248565674
46,0.75,0.8266147992131383,43.4870765209198
47,0.749,0.8213000430129612,41.24576258659363
48,0.749,0.8162095338913123,40.19819712638855
49,0.754,0.8112922782857828,42.69275093078613
50,0.752,0.8065153393699133,39.89147210121155
51,0.753,0.8018629377372614,42.63109636306763
52,0.755,0.7973273922308322,41.04265260696411
53,0.755,0.7929025660109706,42.286778688430786
54,0.753,0.78858313240713,38.561585664749146
55,0.756,0.7843663982703795,43.57196545600891
56,0.756,0.780252865736097,39.65587568283081
57,0.758,0.7762448220941368,41.135112285614014
58,0.758,0.7723445326618125,41.56482696533203
59,0.758,0.7685533317025786,41.53676152229309
60,0.755,0.7648715129337776,40.44075584411621
61,0.755,0.7612983050319755,40.32516384124756
62,0.756,0.7578316344067475,40.85918426513672
63,0.756,0.7544679038409338,40.9128303527832
64,0.757,0.7512020447394909,43.20319366455078
65,0.758,0.7480278396896913,40.828861236572266
66,0.758,0.7449383662469055,39.730048179626465
67,0.758,0.7419264494897431,42.32669377326965
68,0.759,0.7389850743507987,39.539238691329956
69,0.758,0.7361077248084712,42.213507890701294
70,0.758,0.7332886238622375,40.82681226730347
71,0.758,0.7305228706331355,42.131311655044556
72,0.76,0.7278064897173913,38.57254958152771
73,0.761,0.7251364103441709,43.654585123062134
74,0.76,0.7225103885344418,39.58120083808899
75,0.761,0.7199268840021958,41.26772165298462
76,0.761,0.717384905157648,41.65564274787903
77,0.762,0.7148838380033327,41.65459704399109
78,0.762,0.712423276824811,41.589253425598145
79,0.762,0.7100028747687892,41.05471205711365
80,0.761,0.7076222289286259,41.33647537231445
81,0.761,0.7052808074291717,40.56482005119324
82,0.762,0.702977917319465,43.485437870025635
83,0.761,0.7007127047439219,41.178441286087036
84,0.759,0.69848417505491,40.056745767593384
85,0.761,0.696291220835885,42.71075463294983
86,0.762,0.6941326492190412,39.89991617202759
87,0.762,0.6920072045145567,42.56661510467529
88,0.76,0.6899135861679202,41.16947674751282
89,0.761,0.687850464297505,42.51553773880005
90,0.762,0.6858164953595138,38.87214112281799
91,0.761,0.683810339409054,44.05875492095947
92,0.761,0.68183067884797,39.93699312210083
93,0.76,0.679876237229213,41.61298060417175
94,0.76,0.6779457960303822,41.610331773757935
95,0.759,0.6760382073588319,41.57122874259949
96,0.758,0.6741524011186432,40.56996250152588
97,0.758,0.672287385997684,40.34155607223511
98,0.758,0.6704422445017496,40.98004174232483
99,0.76,0.6686161230234634,40.33080077171326
100,0.761,0.6668082184898769,43.229575395584106
101,0.762,0.6650177634189586,40.8839066028595
102,0.761,0.6632440111947179,39.78423738479614
103,0.76,0.6614862230552054,42.3531539440155
104,0.76,0.6597436577492551,39.60910201072693
105,0.761,0.6580155641833098,42.26619553565979
106,0.761,0.6563011767944442,40.78707790374756
107,0.76,0.654599712971474,42.08520293235779
108,0.759,0.6529103716643598,38.62355375289917
109,0.759,0.651232332364411,43.71770715713501
110,0.757,0.6495647538397853,39.67036414146423
111,0.753,0.6479067722820073,41.21220374107361
112,0.751,0.6462574987752424,41.65235185623169
113,0.749,0.6446160161838204,41.546929597854614
114,0.75,0.6429813756433003,40.563645362854004
115,0.75,0.6413525928458781,40.40837073326111
116,0.751,0.6397286442613659,40.905425786972046
117,0.751,0.6381084633667046,40.274829149246216
118,0.752,0.636490936902581,43.16480088233948
119,0.752,0.6348749011571669,40.90338087081909
120,0.753,0.6332591383032065,39.845935344696045
121,0.755,0.6316423728824283,42.3990843296051
122,0.755,0.6300232686281805,39.60506558418274
123,0.756,0.6284004259274638,42.31144094467163
124,0.757,0.6267723803312518,40.944318532943726
125,0.758,0.6251376026160632,42.29143214225769
126,0.759,0.6234945009738284,38.673243045806885
127,0.763,0.6218414259601511,43.919626235961914
128,0.765,0.6201766788641295,39.75654697418213
129,0.767,0.6184985241759692,41.2516565322876
130,0.766,0.6168052068176412,41.726356983184814
131,0.765,0.6150949747558088,41.52897644042969
132,0.767,0.6133661075170943,40.43656945228577
133,0.771,0.611616950947792,40.41534495353699
134,0.773,0.6098459582738973,41.02967429161072
135,0.775,0.6080517370927967,40.320067167282104
136,0.782,0.6062331013422517,43.287248373031616
137,0.785,0.604389126538283,40.99240684509277
138,0.787,0.602519205671812,39.88058638572693
139,0.791,0.6006231021658318,42.4651939868927
140,0.793,0.5987009953345661,39.60667943954468
141,0.795,0.5967535130274206,42.303484201431274
142,0.794,0.59478174581203,40.85652565956116
143,0.801,0.5927872374113717,42.24846053123474
144,0.806,0.590771947400203,38.55901622772217
145,0.806,0.5887381845321527,43.8017897605896
146,0.811,0.5866885124722078,39.60474896430969
147,0.811,0.5846256338432237,41.12562298774719
148,0.814,0.5825522627464572,41.333630323410034
149,0.818,0.5804709994142006,41.17397856712341
150,0.821,0.578384222428299,40.109280586242676
151,0.822,0.5762940131864328,39.81081700325012
152,0.824,0.5742021236739533,40.23630380630493
153,0.828,0.5721099924445013,39.563456535339355
154,0.828,0.5700188060915855,42.21244812011719
155,0.832,0.5679295959759949,39.746671199798584
156,0.837,0.5658433542077538,38.72967839241028
157,0.841,0.5637611500938975,41.08695316314697
158,0.844,0.5616842288935806,38.4162712097168
159,0.845,0.5596140783305228,40.87821173667908
160,0.847,0.5575524537998856,39.47040510177612
161,0.85,0.5555013592306186,40.791861057281494
162,0.852,0.553462985974161,37.400777101516724
163,0.855,0.5514396162050262,42.26164698600769
164,0.862,0.5494334999759295,38.40675449371338
165,0.867,0.5474467164764938,39.790470600128174
166,0.872,0.5454810305379253,40.1995210647583
167,0.88,0.5435377552682501,40.17753577232361
168,0.889,0.5416176309879887,39.191951751708984
169,0.893,0.5397207293268419,39.12554907798767
170,0.899,0.537846389386223,39.752577781677246
171,0.9,0.535993190323951,39.099666357040405
172,0.903,0.5341589617895848,41.81281518936157
173,0.905,0.5323408306691907,39.644298791885376
174,0.905,0.5305352999466056,38.59516620635986
175,0.908,0.5287383534303467,41.06838870048523
176,0.909,0.5269455787615104,38.43284463882446
177,0.91,0.525152300501107,40.9293692111969
178,0.913,0.5233537151058253,39.53892397880554
179,0.913,0.5215450201307132,40.72053384780884
180,0.917,0.5197215309558135,37.42625141143799
181,0.917,0.517878779649897,42.38194036483765
182,0.918,0.5160125921832798,38.311455488204956
183,0.92,0.5141191419827222,39.79966330528259
184,0.921,0.5121949796532369,40.294965982437134
185,0.922,0.5102370404269269,40.138487577438354
186,0.926,0.5082426323988436,39.02346158027649
187,0.925,0.5062094097682421,38.99412798881531
188,0.927,0.5041353360595341,39.74047899246216
189,0.931,0.5020186426358967,39.09601831436157
190,0.931,0.4998577877605667,41.710994243621826
191,0.933,0.4976514210468343,39.54181361198425
192,0.935,0.49539835741272364,38.39808177947998
193,0.939,0.49309756365767987,41.07100749015808
194,0.943,0.4907481595343841,38.48495936393738
195,0.946,0.4883494337267631,40.98511624336243
196,0.951,0.4859008735159353,39.41354179382324
197,0.953,0.4834022052268404,40.855459213256836
198,0.954,0.48085344100230504,37.40737318992615
199,0.957,0.4782549263716719,42.398526430130005
200,0.961,0.4756073828990306,38.278632402420044
201,0.963,0.47291194136641357,39.891825675964355
202,0.964,0.4701701637721222,40.245389223098755
203,0.968,0.4673840567947282,40.15142464637756
204,0.969,0.4645560845140129,39.173738956451416
205,0.971,0.46168919255014945,39.06494951248169
206,0.976,0.4587868573133641,39.725027561187744
207,0.976,0.45585317082090726,39.025965213775635
208,0.978,0.45289296271374446,41.8809175491333
209,0.979,0.44991194782815763,39.553332567214966
210,0.98,0.44691687324514634,38.57164549827576
211,0.982,0.44391562780965116,41.1041841506958
212,0.983,0.4409172740262567,38.34829640388489
213,0.982,0.4379319691864903,40.78878450393677
214,0.982,0.43497075850287864,39.540691614151
215,0.983,0.4320452438725779,40.9812388420105
216,0.983,0.42916715219569074,37.44903206825256
217,0.984,0.42634784209009485,42.36679720878601
218,0.984,0.4235977948218262,38.428364515304565
219,0.984,0.42092613446629445,39.75481939315796
220,0.983,0.4183402160621035,40.28133273124695
221,0.983,0.4158453115864137,40.244993448257446
222,0.983,0.41344441440213264,39.21743726730347
223,0.984,0.41113817353242604,39.05298352241516
224,0.984,0.4089249600227779,39.59407663345337
225,0.986,0.40680105636478425,39.03343939781189
226,0.986,0.40476094950150504,41.75809907913208
227,0.987,0.4027976961534968,39.75891065597534
228,0.987,0.4009033255528686,38.49278020858765
229,0.987,0.399069242474314,41.07379364967346
230,0.987,0.39728660438420954,38.42184638977051
231,0.987,0.39554665404860007,40.90729308128357
232,0.987,0.3938410015805627,39.51969122886658
233,0.986,0.39216185851790714,40.80934190750122
234,0.986,0.39050221780696054,37.38323950767517
235,0.986,0.38885599806430576,42.453232526779175
236,0.986,0.38721811996755784,38.439298152923584
237,0.986,0.38558456392729995,39.885538816452026
238,0.987,0.38395234995011096,40.28094744682312
239,0.987,0.3823195168572363,40.17112874984741
240,0.987,0.3806851508143968,39.294044971466064
241,0.987,0.37904940912669693,39.11960697174072
242,0.987,0.37741484174855555,39.7575364112854
243,0.987,0.3757889570327817,39.22096800804138
244,0.987,0.3742006652748334,41.8429217338562
245,0.985,0.3727483022384812,39.61718940734863
246,0.988,0.371827221759338,38.536866188049316
247,0.979,0.3729148168291851,41.01045513153076
248,0.98,0.38227099689251554,38.43735313415527
249,0.876,0.42179303432512266,40.90110373497009
250,0.883,0.5808613766730091,39.46393585205078
251,0.726,0.8553300914211974,40.747541427612305
252,0.868,0.9885194891034981,37.469913482666016
253,0.873,0.4923188282554104,42.43331170082092
254,0.881,0.4780757593642605,38.32768368721008
255,0.907,0.43142988376045405,39.757554054260254
256,0.926,0.40174044812736504,40.31479001045227
257,0.941,0.388329340166013,40.094083070755005
258,0.945,0.3873392549641254,39.14198923110962
259,0.922,0.390209214731276,39.2115478515625
260,0.908,0.3906010341515578,39.63272762298584
261,0.913,0.38698250778462473,39.01105713844299
262,0.923,0.38100311395691916,41.73041558265686
263,0.941,0.3750154982055979,39.41700100898743
264,0.949,0.3704798189751616,38.42512392997742
265,0.953,0.3675824763983646,40.721766233444214
266,0.953,0.3656888129498329,38.16055631637573
267,0.955,0.36401741770510554,40.69845795631409
268,0.96,0.3620794272354103,39.3163788318634
269,0.968,0.3597647197474111,40.49561619758606
270,0.976,0.3572028070810162,37.120723724365234
271,0.98,0.354588492899627,42.00436043739319
272,0.981,0.3520658720402869,38.02004623413086
273,0.984,0.34970613996846045,39.5487756729126
274,0.988,0.3475198210228796,40.12287163734436
275,0.99,0.34550693234729396,39.88661789894104
276,0.99,0.34364242148599156,38.88213610649109
277,0.989,0.34192830116832945,38.83313751220703
278,0.987,0.34031750402087907,39.39393711090088
279,0.988,0.3388687174930036,42.70239567756653
280,0.987,0.3376859504318224,47.64029097557068
281,0.99,0.3376145617247008,45.23128604888916
282,0.977,0.34129081545574536,43.5102059841156
283,0.982,0.3609825624888852,39.145917654037476
284,0.834,0.4281324424390336,37.04135537147522
285,0.942,0.6826538823650434,39.72331213951111
286,0.822,0.7219162501520615,38.824931383132935
287,0.871,0.7635294591872286,41.5596604347229
288,0.903,0.4590844370390806,39.2603759765625
289,0.915,0.4291579656322045,38.303268909454346
290,0.94,0.38408491164774916,40.69383478164673
291,0.95,0.36165472318662945,38.23408579826355
292,0.956,0.3577856644042687,39.59830927848816
293,0.941,0.3602904647188834,38.786202907562256
294,0.933,0.36108760973294984,41.610177993774414
295,0.938,0.3577203980881633,39.342652797698975
296,0.944,0.3512831140343826,38.229631185531616
297,0.959,0.3439725566338055,40.75809049606323
298,0.966,0.3375108337841059,38.21405220031738
299,0.971,0.33260874730573264,39.63480019569397
300,0.975,0.3291184040406943,38.73503351211548
